ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
46575,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,176500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5100,EQUI,571,EXP,25-34,to_inst,,North,direct,1,
46576,2019,cf,Male,pre,type1,p2,l1,nopc,nob/c,116500,5.25,1.2349,3222,360,not_neg,not_int,not_lpsm,288000,sb,ir,home,1U,1140,CIB,817,CIB,45-54,to_inst,40.45138889,central,direct,0,22
46577,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,426500,3.5,0.0212,11750,360,not_neg,not_int,not_lpsm,828000,sb,pr,home,1U,10500,CRIF,893,EXP,65-74,to_inst,51.50966184,North,direct,0,40
46578,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,106500,3.625,0.5044,2523.13,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,1860,EXP,634,EXP,55-64,to_inst,98.61111111,North,direct,0,34
46579,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,186500,4.5,1.2394,3147.17,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,5160,CRIF,683,CIB,45-54,to_inst,85.55045872,North,direct,0,41
46580,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,306500,4.625,0.1225,800,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,13020,CRIF,550,EXP,65-74,to_inst,78.99484536,south,direct,0,33
46581,2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,626500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,13200,EQUI,822,EXP,25-34,not_inst,,south,direct,1,
46582,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,546500,4.5,0.428,177.6,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,9120,CIB,680,CIB,35-44,not_inst,80.60471976,North,direct,0,37
46583,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,166500,,,,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,2820,CIB,843,CIB,45-54,to_inst,93.53932584,North,direct,1,32
46584,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,86500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,1380,EQUI,589,EXP,>74,to_inst,,south,direct,1,
46585,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2400,EQUI,521,EXP,65-74,to_inst,,North,direct,1,
46586,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,206500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,2340,EQUI,536,EXP,>74,to_inst,,south,direct,1,
46587,2019,cf,Joint,pre,type1,p2,l1,nopc,nob/c,66500,3.625,1.179,2267.4,180,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,3000,EXP,761,EXP,35-44,not_inst,13.09055118,North,direct,0,34
46588,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,3.875,0.3857,5550,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,3600,CRIF,569,EXP,55-64,to_inst,54.39698492,south,direct,0,36
46589,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,236500,,,,360,neg_amm,not_int,not_lpsm,248000,sb,pr,home,1U,3240,EXP,662,CIB,>74,to_inst,95.36290323,North,direct,1,51
46590,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,3.25,0.4475,15687.5,240,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,10020,CRIF,720,CIB,35-44,to_inst,70.89665653,south,direct,0,28
46591,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,,,,300,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,2880,CIB,501,CIB,45-54,to_inst,77.17391304,south,direct,1,33
46592,2019,cf,Sex Not Available,nopre,type1,p3,l2,opc,nob/c,106500,5.25,0.592,,360,not_neg,int_only,not_lpsm,1008000,sb,pr,home,1U,12960,CIB,860,EXP,65-74,to_inst,10.56547619,south,direct,0,25
46593,2019,,Joint,nopre,type1,p4,l1,nopc,nob/c,616500,4,-0.0755,4624.88,360,not_neg,not_int,not_lpsm,788000,sb,pr,home,1U,11340,CRIF,723,EXP,25-34,not_inst,78.23604061,North,direct,0,22
46594,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,616500,3.875,0.1485,0,360,not_neg,not_int,not_lpsm,718000,sb,pr,home,1U,10560,CRIF,726,EXP,55-64,not_inst,85.86350975,south,direct,0,36
46595,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,546500,4,0.1727,0,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,5880,CIB,790,CIB,25-34,not_inst,75.06868132,North,direct,0,47
46596,2019,cf,Male,nopre,type1,p3,l2,opc,nob/c,56500,4.5,0.272,,360,not_neg,int_only,not_lpsm,498000,sb,pr,home,1U,7860,EXP,751,CIB,35-44,to_inst,11.34538153,North,direct,0,43
46597,2019,,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,326500,4.625,0.8004,5718.75,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,10800,CRIF,593,CIB,45-54,to_inst,84.14948454,south,direct,0,12
46598,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,686500,4.125,0.7375,17495,360,not_neg,not_int,not_lpsm,1058000,sb,pr,home,1U,8760,EXP,537,CIB,45-54,to_inst,64.88657845,south,direct,0,44
46599,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,126500,3.99,0.5144,3733.33,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,2700,EXP,695,CIB,55-64,to_inst,41.07142857,south,direct,0,29
46600,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,406500,3.875,0.0741,5123,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,4500,EXP,769,EXP,25-34,not_inst,80.01968504,North,direct,0,41
46601,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,596500,3.875,-0.2767,5931,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,6720,CRIF,855,EXP,35-44,not_inst,86.7005814,North,direct,0,30
46602,2019,ncf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,296500,3.875,0.001,6760.63,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,4200,EXP,524,CIB,35-44,to_inst,58.36614173,south,direct,0,40
46603,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,4140,EQUI,800,EXP,55-64,to_inst,,North,direct,1,
46604,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,2208000,sb,ir,home,1U,4080,CIB,555,CIB,>74,not_inst,9.352355072,North,direct,1,12
46605,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,636500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7500,EQUI,743,EXP,35-44,not_inst,,North,direct,1,
46606,2019,ncf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,266500,4.75,1.315,285.42,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,4920,CRIF,727,EXP,35-44,to_inst,66.95979899,south,direct,0,60
46607,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,206500,3.75,0.1933,795,360,not_neg,not_int,not_lpsm,278000,sb,sr,home,1U,6360,CRIF,730,EXP,65-74,to_inst,74.28057554,North,direct,0,27
46608,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,506500,3.375,-0.3211,3006.95,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,,CRIF,886,CIB,45-54,to_inst,90.77060932,central,direct,0,
46609,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,266500,5.25,0.9623,0,360,neg_amm,not_int,not_lpsm,348000,sb,pr,home,1U,5100,CIB,605,CIB,>74,to_inst,76.58045977,south,direct,0,40
46610,2019,ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,506500,4.5,0.2574,1150,360,neg_amm,not_int,not_lpsm,1458000,sb,pr,home,1U,8340,EXP,723,EXP,45-54,to_inst,34.739369,North,direct,0,41
46611,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,516500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,9300,EQUI,846,EXP,25-34,to_inst,,south,direct,1,
46612,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,216500,3.875,0.3294,7356.63,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,2040,CIB,676,CIB,55-64,to_inst,44.3647541,North,direct,0,42
46613,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,4140,CRIF,654,CIB,65-74,to_inst,93.1547619,south,direct,1,46
46614,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,456500,3.99,0.5986,5800,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,4860,CRIF,762,EXP,65-74,to_inst,69.3768997,south,direct,0,49
46615,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,,,,360,neg_amm,not_int,not_lpsm,118000,sb,sr,home,1U,3960,EXP,653,CIB,45-54,to_inst,81.77966102,central,direct,1,46
46616,2019,cf,Female,nopre,type3,p1,l1,nopc,nob/c,416500,3.625,-0.073,0,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,3780,EXP,694,CIB,25-34,not_inst,99.64114833,central,direct,0,60
46617,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,226500,3.75,0.8667,4723.91,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,6180,CRIF,563,EXP,65-74,to_inst,95.16806723,south,direct,0,36
46618,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,166500,4.375,1.3767,3478.21,240,not_neg,not_int,not_lpsm,248000,sb,ir,home,1U,4860,CIB,651,EXP,65-74,to_inst,67.13709677,central,direct,0,47
46619,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,396500,4.25,0.9397,5220,180,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,18420,EXP,849,CIB,55-64,to_inst,79.6184739,south,direct,0,24
46620,2019,cf,Sex Not Available,,type1,p4,l1,nopc,nob/c,476500,,,,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,6900,CRIF,760,CIB,65-74,to_inst,78.37171053,south,direct,1,36
46621,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,326500,3.75,-0.0096,217.5,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,5640,CRIF,875,CIB,45-54,to_inst,74.543379,south,direct,0,25
46622,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,676500,,,,360,not_neg,not_int,not_lpsm,1208000,sb,pr,home,1U,39840,CIB,633,EXP,35-44,not_inst,56.00165563,North,direct,1,41
46623,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,226500,,,,360,neg_amm,not_int,not_lpsm,238000,sb,pr,home,1U,2580,CRIF,892,CIB,45-54,to_inst,95.16806723,central,direct,1,46
46624,2019,cf,Female,pre,type2,p2,l1,nopc,b/c,76500,3.375,1.5651,2847.97,180,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,3420,CIB,667,CIB,55-64,to_inst,51.68918919,North,direct,0,36
46625,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,146500,3.625,0.2806,2288.85,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,1860,CRIF,613,CIB,<25,to_inst,98.98648649,North,direct,0,43
46626,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,76500,,,,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,5160,CRIF,600,EXP,55-64,to_inst,70.83333333,North,direct,1,30
46627,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,196500,4.125,0.7197,5809,324,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,8880,EXP,728,EXP,45-54,to_inst,65.93959732,North,direct,0,47
46628,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,436500,3.99,1.1675,0,360,not_neg,not_int,lpsm,448000,sb,pr,home,1U,7500,EXP,638,EXP,55-64,to_inst,97.43303571,central,direct,0,60
46629,2019,ncf,Female,pre,type1,p3,l1,nopc,nob/c,276500,4.375,0.45,2294.09,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,3000,CIB,792,CIB,>74,not_inst,49.55197133,central,direct,0,39
46630,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,4,-0.1515,0,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,9300,CIB,587,EXP,25-34,not_inst,59.08119658,south,direct,0,43
46631,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,86500,4.625,0.5636,3162.62,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,4320,CRIF,565,CIB,65-74,to_inst,80.09259259,North,direct,0,42
46632,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,696500,,,,360,not_neg,not_int,not_lpsm,1208000,sb,pr,home,1U,4500,CIB,598,CIB,65-74,to_inst,57.65728477,south,direct,1,45
46633,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,336500,2.75,-0.8674,2515.22,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,,EXP,834,CIB,35-44,not_inst,96.6954023,south,direct,0,
46634,2019,cf,Joint,nopre,type2,p2,l1,nopc,b/c,126500,4.5,1.5213,1330.08,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,1860,CIB,703,EXP,55-64,to_inst,71.06741573,central,direct,0,53
46635,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,226500,3.5,0.429,2594.94,180,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,4920,CRIF,640,CIB,55-64,to_inst,73.53896104,central,direct,0,36
46636,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,316500,,,,324,neg_amm,not_int,not_lpsm,338000,sb,pr,home,1U,9720,CRIF,678,EXP,35-44,to_inst,93.63905325,North,direct,1,41
46637,2019,cf,Female,pre,type2,p4,l1,nopc,b/c,146500,4.125,1.032,0,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,,CRIF,891,EXP,45-54,to_inst,77.92553191,North,direct,0,
46638,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,466500,3.875,0.544,12533.63,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,5760,CIB,683,CIB,35-44,to_inst,97.59414226,south,direct,0,43
46639,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,416500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,0,EQUI,652,EXP,55-64,to_inst,,south,direct,1,
46640,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,286500,3.25,-0.3678,0,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,,CIB,750,EXP,45-54,to_inst,84.76331361,south,direct,0,
46641,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,226500,2.99,0.2146,7165.12,180,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,4380,CIB,894,CIB,35-44,to_inst,69.05487805,south,direct,0,41
46642,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,3.99,0.6875,6945,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,4740,EXP,830,EXP,25-34,to_inst,86.52597403,North,direct,0,38
46643,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,3.75,0.4032,6459.5,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,4800,CRIF,877,CIB,55-64,to_inst,67.01183432,south,direct,0,38
46644,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,356500,4.25,-0.2668,388.79,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,3900,CIB,664,CIB,65-74,not_inst,63.88888889,North,direct,0,46
46645,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,4.25,0.096,0,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,4740,CRIF,613,CIB,25-34,not_inst,73.59437751,south,direct,0,46
46646,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,146500,4.75,1.6493,1283.92,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,2640,EXP,759,CIB,25-34,to_inst,92.72151899,North,direct,0,59
46647,2019,cf,Sex Not Available,,type1,p2,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3240,EQUI,617,EXP,55-64,to_inst,,south,direct,1,
46648,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,196500,4.125,0.2658,5525,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,1740,EXP,730,CIB,65-74,to_inst,59.90853659,North,direct,0,49
46649,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,326500,3.99,0.4202,2454.5,360,neg_amm,int_only,not_lpsm,908000,sb,pr,home,1U,6840,EXP,865,CIB,>74,to_inst,35.95814978,south,direct,0,52
46650,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,676500,4,-0.2693,4500,360,not_neg,not_int,not_lpsm,848000,sb,pr,home,1U,16140,EXP,708,CIB,35-44,not_inst,79.7759434,south,direct,0,30
46651,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,176500,3.5,-0.0056,2218.75,360,not_neg,int_only,not_lpsm,488000,sb,sr,home,1U,8700,CRIF,749,CIB,35-44,not_inst,36.16803279,North,direct,0,32
46652,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,146500,3.25,0.1049,2869.4,180,not_neg,not_int,not_lpsm,818000,sb,pr,home,1U,7620,CRIF,630,CIB,55-64,not_inst,17.90953545,North,direct,0,12
46653,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,3.875,0.5767,4727.41,180,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,5760,CIB,867,CIB,35-44,to_inst,85.07194245,south,direct,0,43
46654,2019,,Joint,pre,type1,p1,l1,nopc,nob/c,376500,3.99,0.3111,7758.5,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,8160,EXP,810,EXP,25-34,to_inst,80.44871795,North,direct,0,23
46655,2019,cf,Joint,pre,type3,p1,l1,nopc,nob/c,356500,4.625,0.5827,4186.43,360,not_neg,not_int,lpsm,348000,sb,pr,home,1U,4680,CIB,672,EXP,65-74,to_inst,102.4425287,North,direct,0,39
46656,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,336500,4.25,1.1254,6215.35,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,5520,CIB,844,EXP,45-54,to_inst,71.9017094,south,direct,0,30
46657,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,476500,3,-0.0952,5041.42,180,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,12840,CRIF,836,CIB,45-54,not_inst,52.47797357,south,direct,0,30
46658,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,186500,4.56,1.4292,7052.52,360,not_neg,not_int,not_lpsm,238000,sb,ir,home,1U,1860,CIB,763,CIB,<25,not_inst,78.36134454,North,direct,0,47
46659,2019,ncf,Male,pre,type2,p3,l1,nopc,b/c,206500,4.75,1.3543,0,360,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,3900,CIB,742,CIB,55-64,to_inst,83.26612903,North,direct,0,47
46660,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,386500,4.75,1.6093,0,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,7080,CRIF,591,EXP,25-34,not_inst,97.11055276,North,direct,0,44
46661,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,376500,4,0.4421,2606.84,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,6180,EXP,728,CIB,35-44,not_inst,87.96728972,North,direct,0,29
46662,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,246500,3.125,-0.0634,21.92,180,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,3660,CIB,599,EXP,35-44,not_inst,41.92176871,North-East,direct,0,49
46663,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,596500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,11100,EQUI,699,EXP,35-44,to_inst,,south,direct,1,
46664,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,206500,,,,360,neg_amm,not_int,not_lpsm,168000,sb,pr,home,1U,3960,EXP,694,EXP,35-44,to_inst,122.9166667,central,direct,1,54
46665,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,506500,3.625,0.0811,5003.75,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,5640,CIB,555,CIB,45-54,to_inst,89.17253521,south,direct,0,38
46666,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,196500,3.75,0.1951,5160,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,2880,CRIF,635,CIB,55-64,to_inst,86.18421053,North,direct,0,44
46667,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,176500,3.375,0.5154,3949.69,180,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,5400,EXP,898,CIB,35-44,to_inst,47.96195652,North,direct,0,38
46668,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,4,0.0262,7029.42,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,7200,CIB,604,CIB,35-44,not_inst,90.24621212,North,direct,0,41
46669,2019,cf,Female,nopre,type1,p4,l2,nopc,nob/c,376500,4.25,-0.138,0,360,not_neg,not_int,not_lpsm,638000,sb,pr,home,1U,5400,CIB,664,CIB,55-64,not_inst,59.01253918,south,direct,0,37
46670,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,486500,,,,240,not_neg,not_int,not_lpsm,,sb,ir,home,1U,7920,EQUI,881,EXP,55-64,to_inst,,North,direct,1,
46671,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,3.625,0.055,2864.2,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,5160,CRIF,600,CIB,45-54,to_inst,72.10365854,North,direct,0,32
46672,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,226500,3.49,-0.0878,0,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,,EXP,555,EXP,65-74,to_inst,99.34210526,south,direct,0,
46673,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,3.25,-0.2406,180,180,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,8580,CIB,807,CIB,35-44,to_inst,85.95890411,south,direct,0,30
46674,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,286500,4.375,0.9225,3700,180,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,13320,CRIF,704,EXP,45-54,to_inst,80.02793296,south,direct,0,35
46675,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,406500,3.75,-0.1914,3570,360,not_neg,not_int,not_lpsm,518000,sb,pr,home,1U,9000,EXP,717,EXP,25-34,not_inst,78.47490347,North,direct,0,43
46676,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,196500,3.625,0.5698,2109,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,2760,CIB,892,CIB,35-44,to_inst,82.56302521,North,direct,0,54
46677,2019,ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,436500,4.5,0.696,636.65,360,not_neg,not_int,not_lpsm,738000,sb,ir,home,1U,7620,CIB,879,EXP,55-64,not_inst,59.14634146,North,direct,0,41
46678,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,496500,3.99,0.358,2190,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,7560,CIB,525,CIB,45-54,not_inst,88.97849462,south,direct,0,46
46679,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,416500,4.875,0.4268,1150,360,neg_amm,not_int,not_lpsm,568000,sb,pr,home,1U,4740,CIB,691,CIB,65-74,to_inst,73.32746479,central,direct,0,44
46680,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,676500,4.25,0.7642,0,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,10140,EXP,561,EXP,25-34,not_inst,92.92582418,North,direct,0,37
46681,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,486500,4.5,0.2676,12550,360,neg_amm,not_int,not_lpsm,618000,sb,pr,home,1U,6120,CRIF,840,CIB,55-64,to_inst,78.72168285,south,direct,0,40
46682,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,486500,4.875,0.1371,0,360,not_neg,not_int,not_lpsm,578000,sb,sr,home,1U,27900,EXP,641,EXP,55-64,to_inst,84.16955017,south,direct,0,25
46683,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,196500,3.99,0.6412,3200,324,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,3300,EXP,849,CIB,>74,to_inst,68.22916667,south,direct,0,47
46684,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,3.75,0.8432,3889.34,240,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,4260,CIB,897,CIB,45-54,to_inst,74.15966387,North,direct,0,42
46685,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,686500,3.625,0.173,9801.2,360,not_neg,not_int,not_lpsm,1628000,sb,pr,home,1U,7200,CIB,874,CIB,55-64,not_inst,42.16830467,North,direct,0,47
46686,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,456500,3.5,-0.1307,0,360,not_neg,int_only,not_lpsm,568000,sb,pr,home,1U,6960,CRIF,505,CIB,55-64,not_inst,80.36971831,North,direct,0,34
46687,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,308000,sb,sr,home,1U,8580,CRIF,536,CIB,45-54,to_inst,73.53896104,North,direct,1,26
46688,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,376500,3.875,0.226,1386.28,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,3480,CIB,533,CIB,35-44,not_inst,78.76569038,North,direct,0,48
46689,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,3.99,0.4466,1541.88,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,5580,CIB,741,CIB,65-74,to_inst,59.42211055,central,direct,0,49
46690,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,236500,4.375,0.9361,8644.5,324,not_neg,not_int,not_lpsm,378000,sb,ir,home,1U,7740,EXP,806,CIB,35-44,to_inst,62.56613757,south,direct,0,48
46691,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,716500,4.25,-0.1583,0,360,not_neg,not_int,not_lpsm,708000,sb,pr,home,1U,10560,CRIF,566,CIB,55-64,not_inst,101.200565,North,direct,0,55
